SectorCode,Sector,Region,regioncode,kpi,year,value
M,"Professional, Scientific and Technical Activities",Al Hudud ash Shamaliyah,AHU,Investments,2023,226.91768102846947
N,Administrative and Support Service Activities,Al Hudud ash Shamaliyah,AHU,Investments,2023,136.11759521434587
O,"Public administration, defense and compulsory social security",Al Hudud ash Shamaliyah,AHU,Investments,2023,0.5818648681727142
P,Education,Al Hudud ash Shamaliyah,AHU,Investments,2023,13.567851366965545
Q,Human Health and Social Work Activities,Al Hudud ash Shamaliyah,AHU,Investments,2023,62.10247846459419
R,"Arts, entertainment and recreation",Al Hudud ash Shamaliyah,AHU,Investments,2023,10.711035380766512
S,Other service activities,Al Hudud ash Shamaliyah,AHU,Investments,2023,9.53674293770689
A,"Agriculture, forestry and fishing",Al Jawf,AJA,GDP,2023,2194.210499859158
B,Mining and quarrying,Al Jawf,AJA,GDP,2023,20006.86911946803
C,Manufacturing,Al Jawf,AJA,GDP,2023,12281.00407903101
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,GDP,2023,832.6102253973413
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,GDP,2023,210.926334534327
F,Construction,Al Jawf,AJA,GDP,2023,4548.79354206645
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,GDP,2023,6682.738094537364
H,Transportation and storage,Al Jawf,AJA,GDP,2023,1911.040913344333
I,Accommodation and food service activities,Al Jawf,AJA,GDP,2023,1331.4332326591327
J,Information and communication,Al Jawf,AJA,GDP,2023,2350.947388410779
K,Financial and insurance activities,Al Jawf,AJA,GDP,2023,3058.7872741702736
L,Real estate activities,Al Jawf,AJA,GDP,2023,4660.462374656432
M,"Professional, scientific and technical activities",Al Jawf,AJA,GDP,2023,538.7095460487717
N,Administrative and support service activities,Al Jawf,AJA,GDP,2023,805.7676942245523
O,Public administration and defense; compulsory social security,Al Jawf,AJA,GDP,2023,6759.470116125989
P,Education,Al Jawf,AJA,GDP,2023,4205.8548654178085
Q,Human health and social work activities,Al Jawf,AJA,GDP,2023,2661.6667019200904
R,"Arts, entertainment and recreation",Al Jawf,AJA,GDP,2023,174.09692411468112
S,Other service activities,Al Jawf,AJA,GDP,2023,531.0752890169705
T,Activities of households,Al Jawf,AJA,GDP,2023,678.3560765229594
A,"Agriculture, Forestry and Fishing",Al Jawf,AJA,Productivity,2023,2.6683063513134693
B,Mining and quarrying,Al Jawf,AJA,Productivity,2023,18.77248139458874
C,Manufacturing,Al Jawf,AJA,Productivity,2023,1.0371011915779582
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,Productivity,2023,1.5338153971680355
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Productivity,2023,0.3068081181091015
F,Construction,Al Jawf,AJA,Productivity,2023,0.6034819315625757
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,Productivity,2023,0.5736926703151127
H,Transportation and storage,Al Jawf,AJA,Productivity,2023,0.46018952519171036
I,Accommodation and food service activities,Al Jawf,AJA,Productivity,2023,0.4424870243998223
J,Information and Communication,Al Jawf,AJA,Productivity,2023,1.7308169240793725
K,Financial and insurance activities,Al Jawf,AJA,Productivity,2023,1.663464603096638
L,Real estate activities,Al Jawf,AJA,Productivity,2023,4.016844896895897
M,"Professional, scientific and technical activities",Al Jawf,AJA,Productivity,2023,0.3086533710228116
N,Administrative and support service activities,Al Jawf,AJA,Productivity,2023,0.38157812323052054
O,Public administration and defense; compulsory social security,Al Jawf,AJA,Productivity,2023,7.713007760914543
P,Education,Al Jawf,AJA,Productivity,2023,2.3698855714021545
Q,Human health and social work activities,Al Jawf,AJA,Productivity,2023,1.2573821642734186
R,"Arts, entertainment and recreation",Al Jawf,AJA,Productivity,2023,0.9196854172812391
S,Other service activities,Al Jawf,AJA,Productivity,2023,0.7503809190084627
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Jawf,AJA,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,Al Jawf,AJA,Productivity,2023,0.0
V,Undefined,Al Jawf,AJA,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",Al Jawf,AJA,Workforce,2023,8818.065520936878
B,Mining and quarrying,Al Jawf,AJA,Workforce,2023,2825.125599091974
C,Manufacturing,Al Jawf,AJA,Workforce,2023,32850.96181366206
D,"Electricity, gas, steam and air conditioning supply",Al Jawf,AJA,Workforce,2023,1236.1322844271606
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Workforce,2023,2251.6118234799105
F,Construction,Al Jawf,AJA,Workforce,2023,35182.652772345726
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Jawf,AJA,Workforce,2023,47132.900176561605
H,Transportation and storage,Al Jawf,AJA,Workforce,2023,10146.972126701381
I,Accommodation and food service activities,Al Jawf,AJA,Workforce,2023,16252.046558921342
J,Information and Communication,Al Jawf,AJA,Workforce,2023,3880.9501664312247
K,Financial and insurance activities,Al Jawf,AJA,Workforce,2023,3548.012705134023
L,Real estate activities,Al Jawf,AJA,Workforce,2023,2138.974597879018
M,"Professional, scientific and technical activities",Al Jawf,AJA,Workforce,2023,6913.97591238632
N,Administrative and support service activities,Al Jawf,AJA,Workforce,2023,11299.388581220215
O,Public administration and defense; compulsory social security,Al Jawf,AJA,Workforce,2023,33323.84793777911
P,Education,Al Jawf,AJA,Workforce,2023,23679.435365429625
Q,Human health and social work activities,Al Jawf,AJA,Workforce,2023,15871.89011399527
R,"Arts, entertainment and recreation",Al Jawf,AJA,Workforce,2023,1071.1271505626908
S,Other service activities,Al Jawf,AJA,Workforce,2023,7406.780856308288
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Jawf,AJA,Workforce,2023,41980.16207164576
U,Activities of extraterritorial organizations and bodies,Al Jawf,AJA,Workforce,2023,328.8244429203649
V,Undefined,Al Jawf,AJA,Workforce,2023,3001.431558033641
A,"Agriculture, forestry and fishing",Al Jawf,AJA,Investments,2023,14.513403312843883
B,Mining and Quarrying,Al Jawf,AJA,Investments,2023,490.45790450108973
C,Manufacturing,Al Jawf,AJA,Investments,2023,4900.743246357058
D,"Electricity, gas, steam and air conditioning supplies",Al Jawf,AJA,Investments,2023,356.1029950744119
E,"Water supply; sewerage, waste management and remediation activities",Al Jawf,AJA,Investments,2023,193.1493860901021
F,Construction,Al Jawf,AJA,Investments,2023,926.4845311722964
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Jawf,AJA,Investments,2023,1998.2926976722172
H,Transportation and Storage,Al Jawf,AJA,Investments,2023,2311.128606373604
I,Accommodation and food services activities,Al Jawf,AJA,Investments,2023,263.09285808955184
J,Information and Communication,Al Jawf,AJA,Investments,2023,524.7455769725229
K,Financial and Insurance Activities,Al Jawf,AJA,Investments,2023,1775.4917764956672
L,Real Estate Activities,Al Jawf,AJA,Investments,2023,1245.943550527428
M,"Professional, Scientific and Technical Activities",Al Jawf,AJA,Investments,2023,314.5904214258327
N,Administrative and Support Service Activities,Al Jawf,AJA,Investments,2023,188.70848427443406
O,"Public administration, defense and compulsory social security",Al Jawf,AJA,Investments,2023,0.806676294512172
P,Education,Al Jawf,AJA,Investments,2023,18.80997575874769
Q,Human Health and Social Work Activities,Al Jawf,AJA,Investments,2023,86.09661787136923
R,"Arts, entertainment and recreation",Al Jawf,AJA,Investments,2023,14.849389959699032
S,Other service activities,Al Jawf,AJA,Investments,2023,13.221393618184555
A,"Agriculture, forestry and fishing",Al Madinah al Munawwara,AMA,GDP,2023,6019.091097974302
B,Mining and quarrying,Al Madinah al Munawwara,AMA,GDP,2023,54882.2311364642
C,Manufacturing,Al Madinah al Munawwara,AMA,GDP,2023,33688.87457745119
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,GDP,2023,2283.990891527133
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,GDP,2023,578.6066663182085
F,Construction,Al Madinah al Munawwara,AMA,GDP,2023,12478.11124654294
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,GDP,2023,18331.882641845667
H,Transportation and storage,Al Madinah al Munawwara,AMA,GDP,2023,5242.3089535456575
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,GDP,2023,3652.3469005184957
J,Information and communication,Al Madinah al Munawwara,AMA,GDP,2023,6449.0469343290215
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,GDP,2023,8390.771648270367
L,Real estate activities,Al Madinah al Munawwara,AMA,GDP,2023,12784.437770915458
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,GDP,2023,1477.7715416201281
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,GDP,2023,2210.357281424728
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,GDP,2023,18542.371575383862
P,Education,Al Madinah al Munawwara,AMA,GDP,2023,11537.372363058686
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,GDP,2023,7301.402646797188
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,GDP,2023,477.5773546752455
S,Other service activities,Al Madinah al Munawwara,AMA,GDP,2023,1456.8294813470995
T,Activities of households,Al Madinah al Munawwara,AMA,GDP,2023,1860.8456306804676
A,"Agriculture, Forestry and Fishing",Al Madinah al Munawwara,AMA,Productivity,2023,7.319616329832576
B,Mining and quarrying,Al Madinah al Munawwara,AMA,Productivity,2023,51.49609650318879
C,Manufacturing,Al Madinah al Munawwara,AMA,Productivity,2023,2.8449442523067487
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,Productivity,2023,4.207515461083901
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Productivity,2023,0.8416266409331637
F,Construction,Al Madinah al Munawwara,AMA,Productivity,2023,1.6554531674558088
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Productivity,2023,1.5737361775857193
H,Transportation and storage,Al Madinah al Munawwara,AMA,Productivity,2023,1.2623778232034897
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,Productivity,2023,1.2138168647470535
J,Information and Communication,Al Madinah al Munawwara,AMA,Productivity,2023,4.747924021245055
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,Productivity,2023,4.563165195379848
L,Real estate activities,Al Madinah al Munawwara,AMA,Productivity,2023,11.018886001320986
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,Productivity,2023,0.8466884822592974
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,Productivity,2023,1.0467334309383678
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,Productivity,2023,21.158086863273773
P,Education,Al Madinah al Munawwara,AMA,Productivity,2023,6.500997578381867
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,Productivity,2023,3.4492122757664263
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Productivity,2023,2.5228528933070056
S,Other service activities,Al Madinah al Munawwara,AMA,Productivity,2023,2.0584219745478047
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Madinah al Munawwara,AMA,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,Al Madinah al Munawwara,AMA,Productivity,2023,0.0
V,Undefined,Al Madinah al Munawwara,AMA,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",Al Madinah al Munawwara,AMA,Workforce,2023,24189.447494591874
B,Mining and quarrying,Al Madinah al Munawwara,AMA,Workforce,2023,7749.798091498202
C,Manufacturing,Al Madinah al Munawwara,AMA,Workforce,2023,90115.75317190358
D,"Electricity, gas, steam and air conditioning supply",Al Madinah al Munawwara,AMA,Workforce,2023,3390.920255641719
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Workforce,2023,6176.552652387515
F,Construction,Al Madinah al Munawwara,AMA,Workforce,2023,96511.97645747298
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Workforce,2023,129293.52944608704
H,Transportation and storage,Al Madinah al Munawwara,AMA,Workforce,2023,27834.863429530567
I,Accommodation and food service activities,Al Madinah al Munawwara,AMA,Workforce,2023,44582.11679004653
J,Information and Communication,Al Madinah al Munawwara,AMA,Workforce,2023,10646.103735237566
K,Financial and insurance activities,Al Madinah al Munawwara,AMA,Workforce,2023,9732.799879657265
L,Real estate activities,Al Madinah al Munawwara,AMA,Workforce,2023,5867.56966194135
M,"Professional, scientific and technical activities",Al Madinah al Munawwara,AMA,Workforce,2023,18966.207147638972
N,Administrative and support service activities,Al Madinah al Munawwara,AMA,Workforce,2023,30996.136982363652
O,Public administration and defense; compulsory social security,Al Madinah al Munawwara,AMA,Workforce,2023,91412.95991674924
P,Education,Al Madinah al Munawwara,AMA,Workforce,2023,64956.7024778452
Q,Human health and social work activities,Al Madinah al Munawwara,AMA,Workforce,2023,43539.283263528014
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Workforce,2023,2938.283221762135
S,Other service activities,Al Madinah al Munawwara,AMA,Workforce,2023,20318.05458943585
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Madinah al Munawwara,AMA,Workforce,2023,115158.6959560993
U,Activities of extraterritorial organizations and bodies,Al Madinah al Munawwara,AMA,Workforce,2023,902.0211494318207
V,Undefined,Al Madinah al Munawwara,AMA,Workforce,2023,8233.435202911956
A,"Agriculture, forestry and fishing",Al Madinah al Munawwara,AMA,Investments,2023,39.81272384179032
B,Mining and Quarrying,Al Madinah al Munawwara,AMA,Investments,2023,1345.409115079492
C,Manufacturing,Al Madinah al Munawwara,AMA,Investments,2023,13443.568905307338
D,"Electricity, gas, steam and air conditioning supplies",Al Madinah al Munawwara,AMA,Investments,2023,976.850838947294
E,"Water supply; sewerage, waste management and remediation activities",Al Madinah al Munawwara,AMA,Investments,2023,529.8414853400615
F,Construction,Al Madinah al Munawwara,AMA,Investments,2023,2541.504014472638
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Madinah al Munawwara,AMA,Investments,2023,5481.655378313952
H,Transportation and Storage,Al Madinah al Munawwara,AMA,Investments,2023,6339.8172699428915
I,Accommodation and food services activities,Al Madinah al Munawwara,AMA,Investments,2023,721.708277382268
J,Information and Communication,Al Madinah al Munawwara,AMA,Investments,2023,1439.466008962877
K,Financial and Insurance Activities,Al Madinah al Munawwara,AMA,Investments,2023,4870.474709294126
L,Real Estate Activities,Al Madinah al Munawwara,AMA,Investments,2023,3417.8342205725075
M,"Professional, Scientific and Technical Activities",Al Madinah al Munawwara,AMA,Investments,2023,862.9748172446341
N,Administrative and Support Service Activities,Al Madinah al Munawwara,AMA,Investments,2023,517.65933937577
O,"Public administration, defense and compulsory social security",Al Madinah al Munawwara,AMA,Investments,2023,2.2128497259295647
P,Education,Al Madinah al Munawwara,AMA,Investments,2023,51.5989498955811
Q,Human Health and Social Work Activities,Al Madinah al Munawwara,AMA,Investments,2023,236.17760749413853
R,"Arts, entertainment and recreation",Al Madinah al Munawwara,AMA,Investments,2023,40.734392129884775
S,Other service activities,Al Madinah al Munawwara,AMA,Investments,2023,36.26852238430955
A,"Agriculture, forestry and fishing",Al Qasim,AQA,GDP,2023,5107.834278360663
B,Mining and quarrying,Al Qasim,AQA,GDP,2023,46573.36745843377
C,Manufacturing,Al Qasim,AQA,GDP,2023,28588.566872498417
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,GDP,2023,1938.207409941352
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,GDP,2023,491.00884432581034
F,Construction,Al Qasim,AQA,GDP,2023,10588.99480284321
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,GDP,2023,15556.53785941485
H,Transportation and storage,Al Qasim,AQA,GDP,2023,4448.652617949103
I,Accommodation and food service activities,Al Qasim,AQA,GDP,2023,3099.401951436014
J,Information and communication,Al Qasim,AQA,GDP,2023,5472.697199251321
K,Financial and insurance activities,Al Qasim,AQA,GDP,2023,7120.455621838997
L,Real estate activities,Al Qasim,AQA,GDP,2023,10848.945200019893
M,"Professional, scientific and technical activities",Al Qasim,AQA,GDP,2023,1254.0451727692719
N,Administrative and support service activities,Al Qasim,AQA,GDP,2023,1875.7215177030564
O,Public administration and defense; compulsory social security,Al Qasim,AQA,GDP,2023,15735.15994245722
P,Education,Al Qasim,AQA,GDP,2023,9790.678539169323
Q,Human health and social work activities,Al Qasim,AQA,GDP,2023,6196.011011027095
R,"Arts, entertainment and recreation",Al Qasim,AQA,GDP,2023,405.2748069554872
S,Other service activities,Al Qasim,AQA,GDP,2023,1236.2736236132755
T,Activities of households,Al Qasim,AQA,GDP,2023,1579.1239814141022
A,"Agriculture, Forestry and Fishing",Al Qasim,AQA,Productivity,2023,6.211467244041191
B,Mining and quarrying,Al Qasim,AQA,Productivity,2023,43.69987472182953
C,Manufacturing,Al Qasim,AQA,Productivity,2023,2.41423556072246
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,Productivity,2023,3.5705210884895253
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Productivity,2023,0.7142090618277446
F,Construction,Al Qasim,AQA,Productivity,2023,1.4048267915063237
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,Productivity,2023,1.3354812981105906
H,Transportation and storage,Al Qasim,AQA,Productivity,2023,1.0712608619216866
I,Accommodation and food service activities,Al Qasim,AQA,Productivity,2023,1.030051761717619
J,Information and Communication,Al Qasim,AQA,Productivity,2023,4.029114806873293
K,Financial and insurance activities,Al Qasim,AQA,Productivity,2023,3.872327436716764
L,Real estate activities,Al Qasim,AQA,Productivity,2023,9.350688120642907
M,"Professional, scientific and technical activities",Al Qasim,AQA,Productivity,2023,0.7185045686104794
N,Administrative and support service activities,Al Qasim,AQA,Productivity,2023,0.8882638278480969
O,Public administration and defense; compulsory social security,Al Qasim,AQA,Productivity,2023,17.954870525407625
P,Education,Al Qasim,AQA,Productivity,2023,5.516782805559114
Q,Human health and social work activities,Al Qasim,AQA,Productivity,2023,2.9270207758495967
R,"Arts, entertainment and recreation",Al Qasim,AQA,Productivity,2023,2.14090703694977
S,Other service activities,Al Qasim,AQA,Productivity,2023,1.7467883688393722
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Qasim,AQA,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,Al Qasim,AQA,Productivity,2023,0.0
V,Undefined,Al Qasim,AQA,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",Al Qasim,AQA,Workforce,2023,20527.30006513175
B,Mining and quarrying,Al Qasim,AQA,Workforce,2023,6576.521886410825
C,Manufacturing,Al Qasim,AQA,Workforce,2023,76472.73077934448
D,"Electricity, gas, steam and air conditioning supply",Al Qasim,AQA,Workforce,2023,2877.553842436997
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Workforce,2023,5241.457031707333
F,Construction,Al Qasim,AQA,Workforce,2023,81900.60153562448
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Al Qasim,AQA,Workforce,2023,109719.21024707783
H,Transportation and storage,Al Qasim,AQA,Workforce,2023,23620.820360517973
I,Accommodation and food service activities,Al Qasim,AQA,Workforce,2023,37832.63297322673
J,Information and Communication,Al Qasim,AQA,Workforce,2023,9034.343010380884
K,Financial and insurance activities,Al Qasim,AQA,Workforce,2023,8259.308264410349
L,Real estate activities,Al Qasim,AQA,Workforce,2023,4979.252342603616
M,"Professional, scientific and technical activities",Al Qasim,AQA,Workforce,2023,16094.82917309602
N,Administrative and support service activities,Al Qasim,AQA,Workforce,2023,26303.49473005362
O,Public administration and defense; compulsory social security,Al Qasim,AQA,Workforce,2023,77573.54765843661
P,Education,Al Qasim,AQA,Workforce,2023,55122.620031000115
Q,Human health and social work activities,Al Qasim,AQA,Workforce,2023,36947.67862602178
R,"Arts, entertainment and recreation",Al Qasim,AQA,Workforce,2023,2493.443530818067
S,Other service activities,Al Qasim,AQA,Workforce,2023,17242.014452389783
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Al Qasim,AQA,Workforce,2023,97724.31170776553
U,Activities of extraterritorial organizations and bodies,Al Qasim,AQA,Workforce,2023,765.4601786015052
V,Undefined,Al Qasim,AQA,Workforce,2023,6986.93903673405
A,"Agriculture, forestry and fishing",Al Qasim,AQA,Investments,2023,33.78529951514477
B,Mining and Quarrying,Al Qasim,AQA,Investments,2023,1141.7216793304055
C,Manufacturing,Al Qasim,AQA,Investments,2023,11408.287557093478
D,"Electricity, gas, steam and air conditioning supplies",Al Qasim,AQA,Investments,2023,828.9610705010901
E,"Water supply; sewerage, waste management and remediation activities",Al Qasim,AQA,Investments,2023,449.62643975072945
F,Construction,Al Qasim,AQA,Investments,2023,2156.7344824010834
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Al Qasim,AQA,Investments,2023,4651.763329007456
H,Transportation and Storage,Al Qasim,AQA,Investments,2023,5380.004296804127
I,Accommodation and food services activities,Al Qasim,AQA,Investments,2023,612.4456696510879
J,Information and Communication,Al Qasim,AQA,Investments,2023,1221.5388840999715
K,Financial and Insurance Activities,Al Qasim,AQA,Investments,2023,4133.112004301389
L,Real Estate Activities,Al Qasim,AQA,Investments,2023,2900.3931831949963
M,"Professional, Scientific and Technical Activities",Al Qasim,AQA,Investments,2023,732.3252433191516
N,Administrative and Support Service Activities,Al Qasim,AQA,Investments,2023,439.28860273720716
O,"Public administration, defense and compulsory social security",Al Qasim,AQA,Investments,2023,1.8778366200119414
P,Education,Al Qasim,AQA,Investments,2023,43.787156684297905
Q,Human Health and Social Work Activities,Al Qasim,AQA,Investments,2023,200.4216350448267
R,"Arts, entertainment and recreation",Al Qasim,AQA,Investments,2023,34.56743236520102
S,Other service activities,Al Qasim,AQA,Investments,2023,30.777670389872245
A,"Agriculture, forestry and fishing",Ar Riyad,ARI,GDP,2023,30071.4750472501
B,Mining and quarrying,Ar Riyad,ARI,GDP,2023,274192.5013750045
C,Manufacturing,Ar Riyad,ARI,GDP,2023,168310.1542634414
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,GDP,2023,11410.854892330775
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,GDP,2023,2890.7281257491372
F,Construction,Ar Riyad,ARI,GDP,2023,62340.842642091025
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,GDP,2023,91586.377820217
H,Transportation and storage,Ar Riyad,ARI,GDP,2023,26190.65907468627
I,Accommodation and food service activities,Ar Riyad,ARI,GDP,2023,18247.183319721884
J,Information and communication,Ar Riyad,ARI,GDP,2023,32219.541257564113
K,Financial and insurance activities,Ar Riyad,ARI,GDP,2023,41920.42887223522
L,Real estate activities,Ar Riyad,ARI,GDP,2023,63871.25483955373
M,"Professional, scientific and technical activities",Ar Riyad,ARI,GDP,2023,7382.970172078249
N,Administrative and support service activities,Ar Riyad,ARI,GDP,2023,11042.980202815177
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,GDP,2023,92637.98388657912
P,Education,Ar Riyad,ARI,GDP,2023,57640.89618834898
Q,Human health and social work activities,Ar Riyad,ARI,GDP,2023,36477.92398041304
R,"Arts, entertainment and recreation",Ar Riyad,ARI,GDP,2023,2385.984074752023
S,Other service activities,Ar Riyad,ARI,GDP,2023,7278.343305216185
T,Activities of households,Ar Riyad,ARI,GDP,2023,9296.814425790066
A,"Agriculture, Forestry and Fishing",Ar Riyad,ARI,Productivity,2023,36.56891983111574
B,Mining and quarrying,Ar Riyad,ARI,Productivity,2023,257.27531878485553
C,Manufacturing,Ar Riyad,ARI,Productivity,2023,14.213386822281526
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,Productivity,2023,21.020814295614386
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Productivity,2023,4.2047801104788345
F,Construction,Ar Riyad,ARI,Productivity,2023,8.270670406333005
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,Productivity,2023,7.862411022679251
H,Transportation and storage,Ar Riyad,ARI,Productivity,2023,6.306859722299507
I,Accommodation and food service activities,Ar Riyad,ARI,Productivity,2023,6.064248399971334
J,Information and Communication,Ar Riyad,ARI,Productivity,2023,23.720704074268124
K,Financial and insurance activities,Ar Riyad,ARI,Productivity,2023,22.797646035881794
L,Real estate activities,Ar Riyad,ARI,Productivity,2023,55.05053006237655
M,"Professional, scientific and technical activities",Ar Riyad,ARI,Productivity,2023,4.2300691504109915
N,Administrative and support service activities,Ar Riyad,ARI,Productivity,2023,5.229496901978936
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,Productivity,2023,105.70613914958292
P,Education,Ar Riyad,ARI,Productivity,2023,32.47908750315084
Q,Human health and social work activities,Ar Riyad,ARI,Productivity,2023,17.232319497255375
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Productivity,2023,12.604213259788786
S,Other service activities,Ar Riyad,ARI,Productivity,2023,10.283908988378277
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ar Riyad,ARI,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,Ar Riyad,ARI,Productivity,2023,0.0
V,Undefined,Ar Riyad,ARI,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",Ar Riyad,ARI,Workforce,2023,120850.86517218409
B,Mining and quarrying,Ar Riyad,ARI,Workforce,2023,38718.114767883446
C,Manufacturing,Ar Riyad,ARI,Workforce,2023,450219.7389544505
D,"Electricity, gas, steam and air conditioning supply",Ar Riyad,ARI,Workforce,2023,16941.091635755838
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Workforce,2023,30858.15548244599
F,Construction,Ar Riyad,ARI,Workforce,2023,482175.3724210005
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ar Riyad,ARI,Workforce,2023,645952.5335673033
H,Transportation and storage,Ar Riyad,ARI,Workforce,2023,139063.42127741568
I,Accommodation and food service activities,Ar Riyad,ARI,Workforce,2023,222732.9659550532
J,Information and Communication,Ar Riyad,ARI,Workforce,2023,53188.10392027056
K,Financial and insurance activities,Ar Riyad,ARI,Workforce,2023,48625.22330314825
L,Real estate activities,Ar Riyad,ARI,Workforce,2023,29314.471538145233
M,"Professional, scientific and technical activities",Ar Riyad,ARI,Workforce,2023,94755.47315991743
N,Administrative and support service activities,Ar Riyad,ARI,Workforce,2023,154857.19432623114
O,Public administration and defense; compulsory social security,Ar Riyad,ARI,Workforce,2023,456700.60452431696
P,Education,Ar Riyad,ARI,Workforce,2023,324524.72074588796
Q,Human health and social work activities,Ar Riyad,ARI,Workforce,2023,217522.95303770568
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Workforce,2023,14679.709801154253
S,Other service activities,Ar Riyad,ARI,Workforce,2023,101509.32452252014
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ar Riyad,ARI,Workforce,2023,575334.680195014
U,Activities of extraterritorial organizations and bodies,Ar Riyad,ARI,Workforce,2023,4506.512037400411
V,Undefined,Ar Riyad,ARI,Workforce,2023,41134.37348387089
A,"Agriculture, forestry and fishing",Ar Riyad,ARI,Investments,2023,198.90500277930306
B,Mining and Quarrying,Ar Riyad,ARI,Investments,2023,6721.685379719852
C,Manufacturing,Ar Riyad,ARI,Investments,2023,67164.28449105739
D,"Electricity, gas, steam and air conditioning supplies",Ar Riyad,ARI,Investments,2023,4880.3623587247275
E,"Water supply; sewerage, waste management and remediation activities",Ar Riyad,ARI,Investments,2023,2647.0965044479567
F,Construction,Ar Riyad,ARI,Investments,2023,12697.394558361308
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Ar Riyad,ARI,Investments,2023,27386.43762711432
