SectorCode,Sector,Region,regioncode,kpi,year,value
H,Transportation and Storage,Ar Riyad,ARI,Investments,2023,31673.828113579224
I,Accommodation and food services activities,Ar Riyad,ARI,Investments,2023,3605.6660551289397
J,Information and Communication,Ar Riyad,ARI,Investments,2023,7191.5951204758885
K,Financial and Insurance Activities,Ar Riyad,ARI,Investments,2023,24332.969264760293
L,Real Estate Activities,Ar Riyad,ARI,Investments,2023,17075.554233457868
M,"Professional, Scientific and Technical Activities",Ar Riyad,ARI,Investments,2023,4311.435939540921
N,Administrative and Support Service Activities,Ar Riyad,ARI,Investments,2023,2586.2343090725717
O,"Public administration, defense and compulsory social security",Ar Riyad,ARI,Investments,2023,11.055432495281572
P,Education,Ar Riyad,ARI,Investments,2023,257.7891759723454
Q,Human Health and Social Work Activities,Ar Riyad,ARI,Investments,2023,1179.9470908272897
R,"Arts, entertainment and recreation",Ar Riyad,ARI,Investments,2023,203.50967223456377
S,Other service activities,Ar Riyad,ARI,Investments,2023,181.19811581643097
A,"Agriculture, forestry and fishing",Ash Shargiyah,ASH,GDP,2023,17217.9578021735
B,Mining and quarrying,Ash Shargiyah,ASH,GDP,2023,156993.79265331195
C,Manufacturing,Ash Shargiyah,ASH,GDP,2023,96368.97189884442
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,GDP,2023,6533.487888910284
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,GDP,2023,1655.1377944879428
F,Construction,Ash Shargiyah,ASH,GDP,2023,35694.358067800116
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,GDP,2023,52439.409310140196
H,Transportation and storage,Ash Shargiyah,ASH,GDP,2023,14995.927604166458
I,Accommodation and food service activities,Ash Shargiyah,ASH,GDP,2023,10447.74930108478
J,Information and communication,Ash Shargiyah,ASH,GDP,2023,18447.871310152335
K,Financial and insurance activities,Ash Shargiyah,ASH,GDP,2023,24002.28702572958
L,Real estate activities,Ash Shargiyah,ASH,GDP,2023,36570.622786921514
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,GDP,2023,4227.2508640767
N,Administrative and support service activities,Ash Shargiyah,ASH,GDP,2023,6322.854693477908
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,GDP,2023,53041.52506424546
P,Education,Ash Shargiyah,ASH,GDP,2023,33003.320146120066
Q,Human health and social work activities,Ash Shargiyah,ASH,GDP,2023,20886.08406534016
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,GDP,2023,1366.1376121785904
S,Other service activities,Ash Shargiyah,ASH,GDP,2023,4167.344890865407
T,Activities of households,Ash Shargiyah,ASH,GDP,2023,5323.056425611856
A,"Agriculture, Forestry and Fishing",Ash Shargiyah,ASH,Productivity,2023,20.938185357847768
B,Mining and quarrying,Ash Shargiyah,ASH,Productivity,2023,147.3075589214723
C,Manufacturing,Ash Shargiyah,ASH,Productivity,2023,8.13812738309261
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,Productivity,2023,12.035841040072672
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Productivity,2023,2.407521626255026
F,Construction,Ash Shargiyah,ASH,Productivity,2023,4.735519419256058
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Productivity,2023,4.501763249030065
H,Transportation and storage,Ash Shargiyah,ASH,Productivity,2023,3.611104689482492
I,Accommodation and food service activities,Ash Shargiyah,ASH,Productivity,2023,3.4721932625035232
J,Information and Communication,Ash Shargiyah,ASH,Productivity,2023,13.581710945234859
K,Financial and insurance activities,Ash Shargiyah,ASH,Productivity,2023,13.053197650528807
L,Real estate activities,Ash Shargiyah,ASH,Productivity,2023,31.520159955969987
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,Productivity,2023,2.4220013157855598
N,Administrative and support service activities,Ash Shargiyah,ASH,Productivity,2023,2.9942414478635375
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,Productivity,2023,60.52392975231302
P,Education,Ash Shargiyah,ASH,Productivity,2023,18.596479128598325
Q,Human health and social work activities,Ash Shargiyah,ASH,Productivity,2023,9.866670972112725
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,Productivity,2023,7.21676644380251
S,Other service activities,Ash Shargiyah,ASH,Productivity,2023,5.8882349710172255
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ash Shargiyah,ASH,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,Ash Shargiyah,ASH,Productivity,2023,0.0
V,Undefined,Ash Shargiyah,ASH,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",Ash Shargiyah,ASH,Workforce,2023,69195.3119566413
B,Mining and quarrying,Ash Shargiyah,ASH,Workforce,2023,22168.745138229915
C,Manufacturing,Ash Shargiyah,ASH,Workforce,2023,257781.31783835366
D,"Electricity, gas, steam and air conditioning supply",Ash Shargiyah,ASH,Workforce,2023,9699.9232810787
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Workforce,2023,17668.385674957113
F,Construction,Ash Shargiyah,ASH,Workforce,2023,276078.08404966374
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Workforce,2023,369851.6101286473
H,Transportation and storage,Ash Shargiyah,ASH,Workforce,2023,79623.23483029062
I,Accommodation and food service activities,Ash Shargiyah,ASH,Workforce,2023,127529.72053885818
J,Information and Communication,Ash Shargiyah,ASH,Workforce,2023,30453.79474860786
K,Financial and insurance activities,Ash Shargiyah,ASH,Workforce,2023,27841.236309139105
L,Real estate activities,Ash Shargiyah,ASH,Workforce,2023,16784.521981170874
M,"Professional, scientific and technical activities",Ash Shargiyah,ASH,Workforce,2023,54253.93120320631
N,Administrative and support service activities,Ash Shargiyah,ASH,Workforce,2023,88666.24045154222
O,Public administration and defense; compulsory social security,Ash Shargiyah,ASH,Workforce,2023,261492.05267022294
P,Education,Ash Shargiyah,ASH,Workforce,2023,185812.3999167046
Q,Human health and social work activities,Ash Shargiyah,ASH,Workforce,2023,124546.63499288092
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,Workforce,2023,8405.128897311604
S,Other service activities,Ash Shargiyah,ASH,Workforce,2023,58120.9689052388
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Ash Shargiyah,ASH,Workforce,2023,329418.10237641155
U,Activities of extraterritorial organizations and bodies,Ash Shargiyah,ASH,Workforce,2023,2580.283606741224
V,Undefined,Ash Shargiyah,ASH,Workforce,2023,23552.217034624635
A,"Agriculture, forestry and fishing",Ash Shargiyah,ASH,Investments,2023,113.88659648767111
B,Mining and Quarrying,Ash Shargiyah,ASH,Investments,2023,3848.620496522212
C,Manufacturing,Ash Shargiyah,ASH,Investments,2023,38456.1054741461
D,"Electricity, gas, steam and air conditioning supplies",Ash Shargiyah,ASH,Investments,2023,2794.3382564309045
E,"Water supply; sewerage, waste management and remediation activities",Ash Shargiyah,ASH,Investments,2023,1515.6421771879047
F,Construction,Ash Shargiyah,ASH,Investments,2023,7270.119053352008
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,Ash Shargiyah,ASH,Investments,2023,15680.59187900166
H,Transportation and Storage,Ash Shargiyah,ASH,Investments,2023,18135.4135450956
I,Accommodation and food services activities,Ash Shargiyah,ASH,Investments,2023,2064.4882197628217
J,Information and Communication,Ash Shargiyah,ASH,Investments,2023,4117.675675041218
K,Financial and Insurance Activities,Ash Shargiyah,ASH,Investments,2023,13932.274268020645
L,Real Estate Activities,Ash Shargiyah,ASH,Investments,2023,9776.912232554025
M,"Professional, Scientific and Technical Activities",Ash Shargiyah,ASH,Investments,2023,2468.5893178551682
N,Administrative and Support Service Activities,Ash Shargiyah,ASH,Investments,2023,1480.7944449075808
O,"Public administration, defense and compulsory social security",Ash Shargiyah,ASH,Investments,2023,6.32998447496983
P,Education,Ash Shargiyah,ASH,Investments,2023,147.60177699214034
Q,Human Health and Social Work Activities,Ash Shargiyah,ASH,Investments,2023,675.5996899633126
R,"Arts, entertainment and recreation",Ash Shargiyah,ASH,Investments,2023,116.52308186955086
S,Other service activities,Ash Shargiyah,ASH,Investments,2023,103.74820347384164
A,"Agriculture, forestry and fishing",'Asir,ASI,GDP,2023,7403.96165936082
B,Mining and quarrying,'Asir,ASI,GDP,2023,67509.51738399731
C,Manufacturing,'Asir,ASI,GDP,2023,41440.00010274125
D,"Electricity, gas, steam and air conditioning supply",'Asir,ASI,GDP,2023,2809.490787884471
E,"Water supply; sewerage, waste management and remediation activities",'Asir,ASI,GDP,2023,711.7323036882345
F,Construction,'Asir,ASI,GDP,2023,15349.07110506029
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'Asir,ASI,GDP,2023,22549.676357250395
H,Transportation and storage,'Asir,ASI,GDP,2023,6448.4577267219975
I,Accommodation and food service activities,'Asir,ASI,GDP,2023,4492.67771129516
J,Information and communication,'Asir,ASI,GDP,2023,7932.841597506315
K,Financial and insurance activities,'Asir,ASI,GDP,2023,10321.317714754885
L,Real estate activities,'Asir,ASI,GDP,2023,15725.877138526484
M,"Professional, scientific and technical activities",'Asir,ASI,GDP,2023,1817.776746913205
N,Administrative and support service activities,'Asir,ASI,GDP,2023,2718.915580238585
O,Public administration and defense; compulsory social security,'Asir,ASI,GDP,2023,22808.59451752895
P,Education,'Asir,ASI,GDP,2023,14191.887319101073
Q,Human health and social work activities,'Asir,ASI,GDP,2023,8981.307040631998
R,"Arts, entertainment and recreation",'Asir,ASI,GDP,2023,587.4582002230359
S,Other service activities,'Asir,ASI,GDP,2023,1792.0163440873184
T,Activities of households,'Asir,ASI,GDP,2023,2288.9884002892204
A,"Agriculture, Forestry and Fishing",'Asir,ASI,Productivity,2023,9.003711322055011
B,Mining and quarrying,'Asir,ASI,Productivity,2023,63.34430197354398
C,Manufacturing,'Asir,ASI,Productivity,2023,3.4995081191223454
D,"Electricity, gas, steam and air conditioning supply",'Asir,ASI,Productivity,2023,5.1755792773293
E,"Water supply; sewerage, waste management and remediation activities",'Asir,ASI,Productivity,2023,1.0352678302315312
F,Construction,'Asir,ASI,Productivity,2023,2.0363393045895655
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'Asir,ASI,Productivity,2023,1.9358208957354217
H,Transportation and storage,'Asir,ASI,Productivity,2023,1.5528253104146512
I,Accommodation and food service activities,'Asir,ASI,Productivity,2023,1.4930914621141542
J,Information and Communication,'Asir,ASI,Productivity,2023,5.84032486677056
K,Financial and insurance activities,'Asir,ASI,Productivity,2023,5.613056789137563
L,Real estate activities,'Asir,ASI,Productivity,2023,13.554107780509378
M,"Professional, scientific and technical activities",'Asir,ASI,Productivity,2023,1.0414942983966455
N,Administrative and support service activities,'Asir,ASI,Productivity,2023,1.2875655251084501
O,Public administration and defense; compulsory social security,'Asir,ASI,Productivity,2023,26.02613274516246
P,Education,'Asir,ASI,Productivity,2023,7.996745029184866
Q,Human health and social work activities,'Asir,ASI,Productivity,2023,4.24280593682424
R,"Arts, entertainment and recreation",'Asir,ASI,Productivity,2023,3.1033100829025417
S,Other service activities,'Asir,ASI,Productivity,2023,2.5320230463810147
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,'Asir,ASI,Productivity,2023,0.0
U,Activities of extraterritorial organizations and bodies,'Asir,ASI,Productivity,2023,0.0
V,Undefined,'Asir,ASI,Productivity,2023,0.0
A,"Agriculture, Forestry and Fishing",'Asir,ASI,Workforce,2023,29754.94786436351
B,Mining and quarrying,'Asir,ASI,Workforce,2023,9532.869166334938
C,Manufacturing,'Asir,ASI,Workforce,2023,110849.55693954274
D,"Electricity, gas, steam and air conditioning supply",'Asir,ASI,Workforce,2023,4171.10210728837
E,"Water supply; sewerage, waste management and remediation activities",'Asir,ASI,Workforce,2023,7597.651918026474
F,Construction,'Asir,ASI,Workforce,2023,118717.42124001904
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'Asir,ASI,Workforce,2023,159041.34349194966
H,Transportation and storage,'Asir,ASI,Workforce,2023,34239.09993572734
I,Accommodation and food service activities,'Asir,ASI,Workforce,2023,54839.55601166082
J,Information and Communication,'Asir,ASI,Workforce,2023,13095.555889460553
K,Financial and insurance activities,'Asir,ASI,Workforce,2023,11972.119373881196
L,Real estate activities,'Asir,ASI,Workforce,2023,7217.57821961909
M,"Professional, scientific and technical activities",'Asir,ASI,Workforce,2023,23329.946043161486
N,Administrative and support service activities,'Asir,ASI,Workforce,2023,38127.718300019034
O,Public administration and defense; compulsory social security,'Asir,ASI,Workforce,2023,112445.22459879016
P,Education,'Asir,ASI,Workforce,2023,79901.91988061636
Q,Human health and social work activities,'Asir,ASI,Workforce,2023,53556.78767973814
R,"Arts, entertainment and recreation",'Asir,ASI,Workforce,2023,3614.3224889205544
S,Other service activities,'Asir,ASI,Workforce,2023,24992.826113499275
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,'Asir,ASI,Workforce,2023,141654.37201771178
U,Activities of extraterritorial organizations and bodies,'Asir,ASI,Workforce,2023,1109.5578879963132
V,Undefined,'Asir,ASI,Workforce,2023,10127.781350195482
A,"Agriculture, forestry and fishing",'Asir,ASI,Investments,2023,48.97282265399506
B,Mining and Quarrying,'Asir,ASI,Investments,2023,1654.960415461327
C,Manufacturing,'Asir,ASI,Investments,2023,16536.660954237614
D,"Electricity, gas, steam and air conditioning supplies",'Asir,ASI,Investments,2023,1201.6043686254066
E,"Water supply; sewerage, waste management and remediation activities",'Asir,ASI,Investments,2023,651.7472454133227
F,Construction,'Asir,ASI,Investments,2023,3126.2524480813827
G,Wholesale and retail trade and repair of motor vehicles and motorcycles,'Asir,ASI,Investments,2023,6742.872900615269
H,Transportation and Storage,'Asir,ASI,Investments,2023,7798.48040675246
I,Accommodation and food services activities,'Asir,ASI,Investments,2023,887.7586878158373
J,Information and Communication,'Asir,ASI,Investments,2023,1770.6578895111088
K,Financial and Insurance Activities,'Asir,ASI,Investments,2023,5991.071978065981
L,Real Estate Activities,'Asir,ASI,Investments,2023,4204.208428692277
M,"Professional, Scientific and Technical Activities",'Asir,ASI,Investments,2023,1061.5277881445447
N,Administrative and Support Service Activities,'Asir,ASI,Investments,2023,636.7622351883226
O,"Public administration, defense and compulsory social security",'Asir,ASI,Investments,2023,2.72198148558069
P,Education,'Asir,ASI,Investments,2023,63.47081984167595
Q,Human Health and Social Work Activities,'Asir,ASI,Investments,2023,290.5172761506584
